x,y,z
-285,39,-16
-285,39,-16
-276,39,-18
-276,39,-18
-276,39,-18
-276,39,-18
-268,40,-20
-268,40,-20
-268,40,-20
-259,45,-23
-259,45,-23
-259,45,-23
-259,45,-23
-255,51,-26
-255,51,-26
-255,51,-26
-252,46,-28
-252,46,-28
-252,46,-28
-249,34,-29
-249,34,-29
-249,34,-29
-249,34,-29
-241,25,-29
-241,25,-29
-241,25,-29
-229,20,-30
-229,20,-30
-229,20,-30
-229,20,-30
-217,11,-30
-217,11,-30
-217,11,-30
-206,0,-30
-206,0,-30
-206,0,-30
-206,0,-30
-200,-9,-29
-200,-9,-29
-200,-9,-29
-194,-16,-27
-194,-16,-27
-194,-16,-27
-194,-16,-27
-186,-20,-25
-186,-20,-25
-186,-20,-25
-173,-19,-22
-173,-19,-22
-173,-19,-22
-155,-12,-18
-155,-12,-18
-155,-12,-18
-155,-12,-18
-134,-6,-15
-134,-6,-15
-134,-6,-15
-114,-1,-12
-114,-1,-12
-114,-1,-12
-114,-1,-12
-95,1,-10
-95,1,-10
-95,1,-10
-76,1,-9
-76,1,-9
-76,1,-9
-76,1,-9
-56,1,-8
-56,1,-8
-56,1,-8
-56,1,-8
-32,4,-5
-32,4,-5
-32,4,-5
-32,4,-5
-4,2,-2
-4,2,-2
-4,2,-2
-4,2,-2
22,0,0
22,0,0
22,0,0
22,0,0
44,-1,2
44,-1,2
44,-1,2
44,-1,2
61,-2,5
61,-2,5
61,-2,5
61,-2,5
77,-3,7
77,-3,7
77,-3,7
95,-3,9
95,-3,9
95,-3,9
95,-3,9
113,-2,10
113,-2,10
113,-2,10
113,-2,10
126,-1,11
126,-1,11
126,-1,11
126,-1,11
135,-3,13
135,-3,13
135,-3,13
144,-6,14
144,-6,14
