x,y,z
3,2,38
2,2,36
2,2,36
2,2,36
2,2,36
2,1,35
2,1,35
2,1,35
2,1,35
2,0,33
2,0,33
2,0,33
2,0,33
3,0,32
3,0,32
3,0,32
3,0,32
3,0,31
3,0,31
3,0,31
3,0,31
3,0,29
3,0,29
3,0,29
3,0,29
3,0,28
3,0,28
3,0,28
3,0,28
3,0,28
3,0,25
3,0,25
3,0,25
3,0,25
3,0,23
3,0,23
3,0,23
3,0,23
3,0,21
3,0,21
3,0,21
3,0,21
4,0,19
4,0,19
4,0,19
4,0,19
5,0,17
5,0,17
5,0,17
5,0,17
5,0,15
5,0,15
5,0,15
5,0,15
5,0,14
5,0,14
5,0,14
5,0,14
5,-1,12
5,-1,12
5,-1,12
5,-1,12
4,-1,10
4,-1,10
4,-1,10
4,-1,10
5,-2,10
5,-2,10
5,-2,10
5,-2,10
4,-2,9
4,-2,9
4,-2,9
4,-2,9
3,-1,9
3,-1,9
3,-1,9
3,-1,9
1,-1,9
1,-1,9
1,-1,9
1,-1,9
0,-1,7
0,-1,7
0,-1,7
0,-1,7
0,-1,6
0,-1,6
0,-1,6
0,-1,6
0,-1,4
0,-1,4
0,-1,4
0,-1,4
0,-2,3
0,-2,3
0,-2,3
0,-2,3
0,-3,2
0,-3,2
0,-3,2
0,-3,2
0,-4,2
0,-4,2
0,-4,2
0,-4,2
0,-3,1
0,-3,1
0,-3,1
0,-3,1
-1,-1,0
-1,-1,0
-1,-1,0
-1,-1,0
-2,0,0
-2,0,0
-2,0,0
-2,0,0
-2,1,-1
-2,1,-1
-2,1,-1
